               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.096498,             0.81653,            0.021827,              0.0025,            0.033333,           0.0014898,          0.00059275,            0.098685,             0.32794,            0.025287,            0.059099,           0.0040991,           0.0040991
                  46,            0.091311,             0.79145,            0.022392,              0.0025,            0.033333,           0.0016709,          0.00061272,            0.098673,             0.32931,            0.025269,            0.058181,            0.004181,            0.004181
                  47,            0.087924,             0.64552,            0.019124,              0.0025,            0.033333,           0.0016709,          0.00061272,            0.098673,             0.32931,            0.025269,            0.057263,           0.0042626,           0.0042626
                  48,            0.089963,             0.84325,            0.019621,           0.0033333,            0.044444,           0.0021613,          0.00079921,            0.098228,             0.33087,             0.02533,            0.056344,           0.0043438,           0.0043438
                  49,            0.090874,             0.70463,            0.018679,           0.0033333,            0.044444,           0.0021613,          0.00079921,            0.098228,             0.33087,             0.02533,            0.055425,           0.0044246,           0.0044246
                  50,            0.086031,             0.54987,            0.024298,              0.0075,                 0.1,           0.0045981,           0.0016263,              0.0978,             0.33201,            0.025439,            0.054505,            0.004505,            0.004505
                  51,            0.091851,             0.79644,            0.021488,              0.0075,                 0.1,           0.0045981,           0.0016263,              0.0978,             0.33201,            0.025439,            0.053585,            0.004585,            0.004585
                  52,              0.0879,             0.69175,            0.020561,              0.0075,                 0.1,           0.0045981,           0.0016263,              0.0978,             0.33201,            0.025439,            0.052665,           0.0046646,           0.0046646
                  53,            0.086571,             0.73016,            0.022278,           0.0058333,            0.077778,           0.0034112,           0.0011101,             0.09798,             0.29906,              0.0255,            0.051744,           0.0047438,           0.0047438
                  54,            0.087737,             0.79253,            0.020331,           0.0058333,            0.077778,           0.0034112,           0.0011101,             0.09798,             0.29906,              0.0255,            0.050823,           0.0048226,           0.0048226
                  55,             0.10125,             0.84469,            0.021559,           0.0058333,            0.077778,           0.0034112,           0.0011101,             0.09798,             0.29906,              0.0255,            0.049901,           0.0049011,           0.0049011
                  56,            0.083711,             0.73597,            0.018989,           0.0025084,            0.033333,           0.0013644,          0.00036051,            0.098186,             0.29771,            0.025574,            0.048979,           0.0049791,           0.0049791
                  57,            0.082143,             0.62005,            0.018607,           0.0025084,            0.033333,           0.0013644,          0.00036051,            0.098186,             0.29771,            0.025574,            0.048057,           0.0050567,           0.0050567
                  58,            0.088003,             0.73722,            0.019265,           0.0025084,            0.033333,           0.0013644,          0.00036051,            0.098186,             0.29771,            0.025574,            0.047134,           0.0051339,           0.0051339
                  59,            0.083864,             0.63789,            0.020189,           0.0033445,            0.044444,           0.0018667,          0.00063334,            0.097768,              0.2901,            0.025861,            0.046211,           0.0052108,           0.0052108
                  60,            0.083517,             0.52605,             0.01716,           0.0033445,            0.044444,           0.0018667,          0.00063334,            0.097768,              0.2901,            0.025861,            0.045287,           0.0052872,           0.0052872
                  61,            0.086811,             0.56802,             0.01894,           0.0033445,            0.044444,           0.0018667,          0.00063334,            0.097768,              0.2901,            0.025861,            0.044363,           0.0053632,           0.0053632
                  62,            0.089314,              0.6815,            0.017029,           0.0083752,             0.11111,             0.00516,           0.0020708,            0.098328,             0.28864,            0.025531,            0.043439,           0.0054389,           0.0054389
                  63,            0.093385,             0.58344,            0.018185,           0.0083752,             0.11111,             0.00516,           0.0020708,            0.098328,             0.28864,            0.025531,            0.042514,           0.0055141,           0.0055141
                  64,            0.086059,              0.7446,            0.017993,           0.0083752,             0.11111,             0.00516,           0.0020708,            0.098328,             0.28864,            0.025531,            0.041589,            0.005589,            0.005589
                  65,            0.080985,             0.59555,            0.017561,           0.0092127,             0.12222,            0.005736,           0.0014615,            0.097901,             0.28834,            0.025781,            0.040663,           0.0056635,           0.0056635
                  66,             0.08218,             0.69818,            0.021249,           0.0092127,             0.12222,            0.005736,           0.0014615,            0.097901,             0.28834,            0.025781,            0.039738,           0.0057375,           0.0057375
                  67,            0.073083,             0.72869,            0.015062,           0.0092127,             0.12222,            0.005736,           0.0014615,            0.097901,             0.28834,            0.025781,            0.038811,           0.0058112,           0.0058112
                  68,            0.086397,             0.67398,             0.01802,           0.0083893,             0.11111,           0.0052939,            0.001319,            0.097756,             0.28911,            0.025653,            0.037884,           0.0058844,           0.0058844
                  69,            0.073638,             0.56974,            0.017373,           0.0083893,             0.11111,           0.0052939,            0.001319,            0.097756,             0.28911,            0.025653,            0.036957,           0.0059573,           0.0059573
                  70,            0.090485,             0.66916,            0.019219,           0.0083893,             0.11111,           0.0052939,            0.001319,            0.097756,             0.28911,            0.025653,             0.03603,           0.0060298,           0.0060298
                  71,            0.077083,             0.70104,            0.017141,           0.0068847,            0.088889,           0.0040647,           0.0015269,            0.097618,             0.29188,            0.025671,            0.035102,           0.0061019,           0.0061019
                  72,            0.086892,             0.82785,            0.018191,           0.0068847,            0.088889,           0.0040647,           0.0015269,            0.097618,             0.29188,            0.025671,            0.034174,           0.0061736,           0.0061736
                  73,            0.092024,             0.84611,            0.019406,           0.0068847,            0.088889,           0.0040647,           0.0015269,            0.097618,             0.29188,            0.025671,            0.033245,           0.0062449,           0.0062449
                  74,            0.079536,             0.62878,            0.017948,           0.0023697,            0.022222,            0.001266,          0.00044185,            0.097534,             0.29583,            0.026898,            0.032316,           0.0063158,           0.0063158
                  75,            0.076074,             0.67409,            0.015799,           0.0023697,            0.022222,            0.001266,          0.00044185,            0.097534,             0.29583,            0.026898,            0.031386,           0.0063862,           0.0063862
                  76,            0.082672,             0.68192,            0.019449,           0.0023697,            0.022222,            0.001266,          0.00044185,            0.097534,             0.29583,            0.026898,            0.030456,           0.0064564,           0.0064564
                  77,            0.077885,             0.67938,              0.0214,                   0,                   0,                   0,                   0,            0.097413,             0.29627,            0.027386,            0.029526,           0.0065261,           0.0065261
                  78,            0.076467,             0.62291,             0.01467,                   0,                   0,                   0,                   0,            0.097413,             0.29627,            0.027386,            0.028595,           0.0065954,           0.0065954
                  79,            0.075812,             0.63187,            0.013868,                   0,                   0,                   0,                   0,            0.097413,             0.29627,            0.027386,            0.027664,           0.0066643,           0.0066643
                  80,            0.086756,             0.74506,            0.015907,           0.0037037,            0.033333,           0.0019918,          0.00052538,            0.097516,             0.29743,            0.025647,            0.026733,           0.0067328,           0.0067328
                  81,            0.074244,             0.59201,            0.016405,           0.0037037,            0.033333,           0.0019918,          0.00052538,            0.097516,             0.29743,            0.025647,            0.025801,           0.0068009,           0.0068009
                  82,             0.07231,             0.60353,            0.020728,           0.0037037,            0.033333,           0.0019918,          0.00052538,            0.097516,             0.29743,            0.025647,            0.024869,           0.0068686,           0.0068686
                  83,            0.076741,             0.70568,            0.013771,                0.01,            0.088889,           0.0060005,           0.0021276,            0.098139,             0.29671,            0.025586,            0.023936,            0.006936,            0.006936
                  84,            0.071616,             0.57624,            0.011325,                0.01,            0.088889,           0.0060005,           0.0021276,            0.098139,             0.29671,            0.025586,            0.023003,           0.0070029,           0.0070029
                  85,            0.080516,             0.73992,            0.014113,                0.01,            0.088889,           0.0060005,           0.0021276,            0.098139,             0.29671,            0.025586,            0.022069,           0.0070694,           0.0070694
                  86,            0.080782,             0.80951,             0.01478,                0.01,            0.088889,           0.0060005,           0.0021276,            0.098139,             0.29671,            0.025586,            0.021136,           0.0071356,           0.0071356
                  87,            0.076015,             0.57898,            0.015317,            0.011844,             0.15556,           0.0079464,             0.00201,            0.095614,             0.34204,            0.020715,            0.020201,           0.0072013,           0.0072013
                  88,            0.077015,             0.79902,            0.012095,            0.011844,             0.15556,           0.0079464,             0.00201,            0.095614,             0.34204,            0.020715,            0.019267,           0.0072667,           0.0072667
                  89,            0.068709,             0.46844,            0.015226,            0.011844,             0.15556,           0.0079464,             0.00201,            0.095614,             0.34204,            0.020715,            0.018332,           0.0073316,           0.0073316
                  90,            0.078913,             0.70801,            0.014959,            0.011844,             0.15556,           0.0079464,             0.00201,            0.095614,             0.34204,            0.020715,            0.017396,           0.0073962,           0.0073962
                  91,            0.072457,             0.66813,             0.01655,           0.0034674,             0.26111,           0.0043435,          0.00086679,            0.096023,             0.30327,            0.026587,             0.01646,           0.0074604,           0.0074604
                  92,            0.065449,             0.56071,            0.012162,           0.0034674,             0.26111,           0.0043435,          0.00086679,            0.096023,             0.30327,            0.026587,            0.015524,           0.0075241,           0.0075241
                  93,            0.075057,             0.73627,            0.013948,           0.0034674,             0.26111,           0.0043435,          0.00086679,            0.096023,             0.30327,            0.026587,            0.014587,           0.0075875,           0.0075875
                  94,            0.066346,             0.51764,            0.017178,           0.0034674,             0.26111,           0.0043435,          0.00086679,            0.096023,             0.30327,            0.026587,             0.01365,           0.0076505,           0.0076505
                  95,            0.077531,             0.85933,            0.016125,            0.006135,            0.066667,           0.0044588,            0.001451,            0.097082,             0.29513,            0.023871,            0.012713,           0.0077131,           0.0077131
                  96,            0.074704,             0.62894,            0.014309,            0.006135,            0.066667,           0.0044588,            0.001451,            0.097082,             0.29513,            0.023871,            0.011775,           0.0077752,           0.0077752
                  97,            0.088337,              0.7817,            0.014323,            0.006135,            0.066667,           0.0044588,            0.001451,            0.097082,             0.29513,            0.023871,            0.010837,            0.007837,            0.007837
                  98,            0.077494,              0.5527,            0.011642,            0.006135,            0.066667,           0.0044588,            0.001451,            0.097082,             0.29513,            0.023871,           0.0098984,           0.0078984,           0.0078984
                  99,            0.077106,             0.73031,            0.017058,            0.011241,             0.32778,            0.012272,           0.0060966,            0.094069,             0.30605,            0.023999,           0.0089594,           0.0079594,           0.0079594
                 100,            0.080014,             0.67047,            0.014925,            0.011241,             0.32778,            0.012272,           0.0060966,            0.094069,             0.30605,            0.023999,             0.00802,             0.00802,             0.00802
                 101,             0.07843,             0.62923,            0.015043,            0.011241,             0.32778,            0.012272,           0.0060966,            0.094069,             0.30605,            0.023999,             0.00802,             0.00802,             0.00802
                 102,            0.077802,             0.71661,            0.013505,            0.011241,             0.32778,            0.012272,           0.0060966,            0.094069,             0.30605,            0.023999,           0.0080002,           0.0080002,           0.0080002
                 103,            0.074549,              0.7114,            0.013619,           0.0065913,            0.077778,           0.0059281,           0.0025939,            0.098038,             0.31214,            0.021466,           0.0079804,           0.0079804,           0.0079804
                 104,            0.079538,             0.72642,             0.01286,           0.0065913,            0.077778,           0.0059281,           0.0025939,            0.098038,             0.31214,            0.021466,           0.0079606,           0.0079606,           0.0079606
                 105,            0.077646,             0.68031,            0.013686,           0.0065913,            0.077778,           0.0059281,           0.0025939,            0.098038,             0.31214,            0.021466,           0.0079408,           0.0079408,           0.0079408
                 106,            0.071866,              0.5673,            0.010164,           0.0065913,            0.077778,           0.0059281,           0.0025939,            0.098038,             0.31214,            0.021466,            0.007921,            0.007921,            0.007921
                 107,            0.070834,             0.62901,            0.015158,            0.011468,             0.11111,           0.0096826,           0.0029421,            0.093483,             0.30904,            0.023859,           0.0079012,           0.0079012,           0.0079012
                 108,            0.071548,             0.70934,           0.0099725,            0.011468,             0.11111,           0.0096826,           0.0029421,            0.093483,             0.30904,            0.023859,           0.0078814,           0.0078814,           0.0078814
                 109,            0.071332,             0.65547,            0.017324,            0.011468,             0.11111,           0.0096826,           0.0029421,            0.093483,             0.30904,            0.023859,           0.0078616,           0.0078616,           0.0078616
                 110,             0.06896,             0.51897,            0.015277,            0.011468,             0.11111,           0.0096826,           0.0029421,            0.093483,             0.30904,            0.023859,           0.0078418,           0.0078418,           0.0078418
                 111,            0.073326,             0.74611,             0.01008,             0.59856,            0.022222,            0.019427,           0.0079085,            0.090682,              0.3128,            0.021552,            0.007822,            0.007822,            0.007822
                 112,            0.068405,             0.62786,            0.018009,             0.59856,            0.022222,            0.019427,           0.0079085,            0.090682,              0.3128,            0.021552,           0.0078022,           0.0078022,           0.0078022
                 113,            0.068614,              0.6832,            0.018081,             0.59856,            0.022222,            0.019427,           0.0079085,            0.090682,              0.3128,            0.021552,           0.0077824,           0.0077824,           0.0077824
                 114,            0.068388,             0.67958,            0.017766,             0.59856,            0.022222,            0.019427,           0.0079085,            0.090682,              0.3128,            0.021552,           0.0077626,           0.0077626,           0.0077626
                 115,            0.068465,             0.76431,            0.012998,             0.59628,             0.12222,            0.058703,            0.024866,              0.0871,             0.28253,            0.016891,           0.0077428,           0.0077428,           0.0077428
                 116,            0.066193,             0.73474,            0.013741,             0.59628,             0.12222,            0.058703,            0.024866,              0.0871,             0.28253,            0.016891,            0.007723,            0.007723,            0.007723
                 117,            0.066808,             0.67318,             0.01976,             0.59628,             0.12222,            0.058703,            0.024866,              0.0871,             0.28253,            0.016891,           0.0077032,           0.0077032,           0.0077032
                 118,            0.071401,             0.74499,            0.012664,             0.59628,             0.12222,            0.058703,            0.024866,              0.0871,             0.28253,            0.016891,           0.0076834,           0.0076834,           0.0076834
                 119,            0.067094,             0.66316,           0.0091999,             0.60175,             0.14444,             0.06619,            0.029393,            0.086483,             0.27467,            0.016257,           0.0076636,           0.0076636,           0.0076636
                 120,            0.067249,             0.77591,            0.011395,             0.60175,             0.14444,             0.06619,            0.029393,            0.086483,             0.27467,            0.016257,           0.0076438,           0.0076438,           0.0076438
                 121,            0.066253,             0.64231,             0.01244,             0.60175,             0.14444,             0.06619,            0.029393,            0.086483,             0.27467,            0.016257,            0.007624,            0.007624,            0.007624
                 122,            0.066205,             0.61759,            0.012951,             0.60175,             0.14444,             0.06619,            0.029393,            0.086483,             0.27467,            0.016257,           0.0076042,           0.0076042,           0.0076042
                 123,             0.06332,             0.64382,            0.016718,             0.60874,             0.12355,            0.074226,             0.03527,            0.085302,             0.29262,            0.015308,           0.0075844,           0.0075844,           0.0075844
                 124,            0.066253,             0.60336,            0.024234,             0.60874,             0.12355,            0.074226,             0.03527,            0.085302,             0.29262,            0.015308,           0.0075646,           0.0075646,           0.0075646
                 125,            0.064921,              0.5861,            0.013883,             0.60874,             0.12355,            0.074226,             0.03527,            0.085302,             0.29262,            0.015308,           0.0075448,           0.0075448,           0.0075448
                 126,            0.065427,             0.60151,            0.017744,             0.60874,             0.12355,            0.074226,             0.03527,            0.085302,             0.29262,            0.015308,            0.007525,            0.007525,            0.007525
                 127,             0.06001,             0.56346,            0.010188,              0.6715,             0.23333,             0.12114,            0.040584,            0.071207,             0.27972,             0.01015,           0.0075052,           0.0075052,           0.0075052
                 128,            0.069022,             0.71241,            0.014028,              0.6715,             0.23333,             0.12114,            0.040584,            0.071207,             0.27972,             0.01015,           0.0074854,           0.0074854,           0.0074854
                 129,            0.070284,             0.65275,             0.02225,              0.6715,             0.23333,             0.12114,            0.040584,            0.071207,             0.27972,             0.01015,           0.0074656,           0.0074656,           0.0074656
                 130,            0.075918,             0.75883,            0.015944,              0.6715,             0.23333,             0.12114,            0.040584,            0.071207,             0.27972,             0.01015,           0.0074458,           0.0074458,           0.0074458
                 131,            0.067623,              0.7098,            0.016654,              0.5997,            0.077778,             0.10128,            0.036359,            0.083509,             0.32493,            0.016165,            0.007426,            0.007426,            0.007426
                 132,            0.062769,              0.6556,            0.012264,              0.5997,            0.077778,             0.10128,            0.036359,            0.083509,             0.32493,            0.016165,           0.0074062,           0.0074062,           0.0074062
                 133,            0.059061,             0.63463,            0.021807,              0.5997,            0.077778,             0.10128,            0.036359,            0.083509,             0.32493,            0.016165,           0.0073864,           0.0073864,           0.0073864
                 134,            0.063972,             0.64458,            0.014041,              0.5997,            0.077778,             0.10128,            0.036359,            0.083509,             0.32493,            0.016165,           0.0073666,           0.0073666,           0.0073666
                 135,            0.060278,             0.64495,            0.011311,              0.5407,             0.14444,            0.045013,            0.016033,            0.084374,             0.35445,             0.01384,           0.0073468,           0.0073468,           0.0073468
                 136,            0.063356,             0.64877,            0.012078,              0.5407,             0.14444,            0.045013,            0.016033,            0.084374,             0.35445,             0.01384,            0.007327,            0.007327,            0.007327
                 137,             0.06203,             0.62294,            0.013087,              0.5407,             0.14444,            0.045013,            0.016033,            0.084374,             0.35445,             0.01384,           0.0073072,           0.0073072,           0.0073072
                 138,            0.065865,             0.82293,             0.01463,              0.5407,             0.14444,            0.045013,            0.016033,            0.084374,             0.35445,             0.01384,           0.0072874,           0.0072874,           0.0072874
                 139,            0.066454,             0.75437,             0.01043,             0.51922,                 0.2,            0.015465,           0.0050859,            0.088718,             0.34933,            0.016806,           0.0072676,           0.0072676,           0.0072676
                 140,             0.06075,             0.61738,            0.015049,             0.51922,                 0.2,            0.015465,           0.0050859,            0.088718,             0.34933,            0.016806,           0.0072478,           0.0072478,           0.0072478
                 141,            0.066635,             0.71999,            0.010892,             0.51922,                 0.2,            0.015465,           0.0050859,            0.088718,             0.34933,            0.016806,            0.007228,            0.007228,            0.007228
                 142,            0.072178,             0.77384,            0.010619,             0.51922,                 0.2,            0.015465,           0.0050859,            0.088718,             0.34933,            0.016806,           0.0072082,           0.0072082,           0.0072082
                 143,            0.071641,             0.72734,            0.017756,              0.6461,             0.13303,            0.092913,             0.03573,            0.086798,              0.2808,            0.013245,           0.0071884,           0.0071884,           0.0071884
                 144,            0.059653,             0.66688,             0.01639,              0.6461,             0.13303,            0.092913,             0.03573,            0.086798,              0.2808,            0.013245,           0.0071686,           0.0071686,           0.0071686
                 145,            0.068929,             0.87528,            0.012322,              0.6461,             0.13303,            0.092913,             0.03573,            0.086798,              0.2808,            0.013245,           0.0071488,           0.0071488,           0.0071488
                 146,            0.059298,             0.64744,           0.0076458,              0.6461,             0.13303,            0.092913,             0.03573,            0.086798,              0.2808,            0.013245,            0.007129,            0.007129,            0.007129
                 147,            0.069556,              0.6996,           0.0086083,           0.0095949,                 0.1,           0.0062548,           0.0015454,            0.094465,             0.31204,            0.022537,           0.0071092,           0.0071092,           0.0071092
                 148,            0.074185,             0.64639,           0.0088068,           0.0095949,                 0.1,           0.0062548,           0.0015454,            0.094465,             0.31204,            0.022537,           0.0070894,           0.0070894,           0.0070894
                 149,            0.072328,             0.67012,            0.020501,           0.0095949,                 0.1,           0.0062548,           0.0015454,            0.094465,             0.31204,            0.022537,           0.0070696,           0.0070696,           0.0070696
                 150,            0.068772,             0.69992,           0.0068246,           0.0095949,                 0.1,           0.0062548,           0.0015454,            0.094465,             0.31204,            0.022537,           0.0070498,           0.0070498,           0.0070498
                 151,            0.077497,             0.50397,            0.012033,           0.0074095,             0.28333,            0.019644,           0.0053022,            0.091355,             0.33593,            0.026691,             0.00703,             0.00703,             0.00703
                 152,            0.072564,             0.78388,            0.013983,           0.0074095,             0.28333,            0.019644,           0.0053022,            0.091355,             0.33593,            0.026691,           0.0070102,           0.0070102,           0.0070102
                 153,            0.077673,             0.58054,            0.016327,           0.0074095,             0.28333,            0.019644,           0.0053022,            0.091355,             0.33593,            0.026691,           0.0069904,           0.0069904,           0.0069904
                 154,            0.082663,             0.65004,           0.0084154,           0.0074095,             0.28333,            0.019644,           0.0053022,            0.091355,             0.33593,            0.026691,           0.0069706,           0.0069706,           0.0069706
                 155,            0.071134,             0.79984,            0.015761,             0.93944,            0.011111,             0.03293,            0.016812,            0.091773,             0.31745,            0.027167,           0.0069508,           0.0069508,           0.0069508
                 156,             0.06078,             0.56207,             0.01591,             0.93944,            0.011111,             0.03293,            0.016812,            0.091773,             0.31745,            0.027167,            0.006931,            0.006931,            0.006931
                 157,            0.073315,             0.68605,            0.010857,             0.93944,            0.011111,             0.03293,            0.016812,            0.091773,             0.31745,            0.027167,           0.0069112,           0.0069112,           0.0069112
                 158,            0.068027,             0.66055,            0.020956,             0.93944,            0.011111,             0.03293,            0.016812,            0.091773,             0.31745,            0.027167,           0.0068914,           0.0068914,           0.0068914
                 159,            0.068032,             0.74604,            0.012741,             0.61674,             0.11111,            0.059665,            0.026781,            0.084047,              0.2987,            0.016187,           0.0068716,           0.0068716,           0.0068716
