               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.064176,             0.70949,            0.009965,             0.61674,             0.11111,            0.059665,            0.026781,            0.084047,              0.2987,            0.016187,           0.0068518,           0.0068518,           0.0068518
                 161,              0.0676,             0.72316,            0.017044,             0.61674,             0.11111,            0.059665,            0.026781,            0.084047,              0.2987,            0.016187,            0.006832,            0.006832,            0.006832
                 162,            0.058027,             0.56438,            0.012693,             0.61674,             0.11111,            0.059665,            0.026781,            0.084047,              0.2987,            0.016187,           0.0068122,           0.0068122,           0.0068122
                 163,            0.059322,             0.56359,            0.012503,            0.025822,             0.46111,            0.038783,            0.015599,            0.088127,             0.33837,            0.016864,           0.0067924,           0.0067924,           0.0067924
                 164,            0.066816,              0.5489,            0.012214,            0.025822,             0.46111,            0.038783,            0.015599,            0.088127,             0.33837,            0.016864,           0.0067726,           0.0067726,           0.0067726
                 165,            0.059671,             0.64266,           0.0090354,            0.025822,             0.46111,            0.038783,            0.015599,            0.088127,             0.33837,            0.016864,           0.0067528,           0.0067528,           0.0067528
                 166,            0.060275,              0.6971,            0.014858,            0.025822,             0.46111,            0.038783,            0.015599,            0.088127,             0.33837,            0.016864,            0.006733,            0.006733,            0.006733
                 167,            0.057557,             0.54765,            0.015334,             0.62257,             0.25556,            0.094961,            0.027303,            0.072071,             0.31206,            0.011371,           0.0067132,           0.0067132,           0.0067132
                 168,            0.071671,             0.63989,            0.010399,             0.62257,             0.25556,            0.094961,            0.027303,            0.072071,             0.31206,            0.011371,           0.0066934,           0.0066934,           0.0066934
                 169,            0.074997,             0.65905,            0.015887,             0.62257,             0.25556,            0.094961,            0.027303,            0.072071,             0.31206,            0.011371,           0.0066736,           0.0066736,           0.0066736
                 170,            0.075277,             0.58496,            0.012207,             0.62257,             0.25556,            0.094961,            0.027303,            0.072071,             0.31206,            0.011371,           0.0066538,           0.0066538,           0.0066538
                 171,            0.075711,             0.65373,            0.011837,             0.62223,             0.15556,            0.091128,             0.03191,             0.07325,             0.30016,            0.012146,            0.006634,            0.006634,            0.006634
                 172,            0.066046,             0.65585,            0.011929,             0.62223,             0.15556,            0.091128,             0.03191,             0.07325,             0.30016,            0.012146,           0.0066142,           0.0066142,           0.0066142
                 173,            0.068303,             0.84074,             0.01055,             0.62223,             0.15556,            0.091128,             0.03191,             0.07325,             0.30016,            0.012146,           0.0065944,           0.0065944,           0.0065944
                 174,            0.057938,             0.73435,            0.011867,             0.62223,             0.15556,            0.091128,             0.03191,             0.07325,             0.30016,            0.012146,           0.0065746,           0.0065746,           0.0065746
                 175,             0.06911,             0.62732,             0.01635,             0.61653,            0.077778,            0.064384,            0.029529,            0.077892,             0.30007,            0.015753,           0.0065548,           0.0065548,           0.0065548
                 176,            0.065209,             0.55219,              0.0162,             0.61653,            0.077778,            0.064384,            0.029529,            0.077892,             0.30007,            0.015753,            0.006535,            0.006535,            0.006535
                 177,             0.06039,             0.59851,            0.013004,             0.61653,            0.077778,            0.064384,            0.029529,            0.077892,             0.30007,            0.015753,           0.0065152,           0.0065152,           0.0065152
                 178,            0.061553,             0.68494,           0.0099401,             0.61653,            0.077778,            0.064384,            0.029529,            0.077892,             0.30007,            0.015753,           0.0064954,           0.0064954,           0.0064954
                 179,            0.057255,             0.54857,            0.019317,             0.12886,             0.42778,             0.19367,            0.050624,            0.076712,             0.30728,            0.016556,           0.0064756,           0.0064756,           0.0064756
                 180,            0.060051,             0.65687,            0.013538,             0.12886,             0.42778,             0.19367,            0.050624,            0.076712,             0.30728,            0.016556,           0.0064558,           0.0064558,           0.0064558
                 181,            0.057833,             0.57794,            0.010413,             0.12886,             0.42778,             0.19367,            0.050624,            0.076712,             0.30728,            0.016556,            0.006436,            0.006436,            0.006436
                 182,            0.053942,             0.45593,             0.01727,             0.12886,             0.42778,             0.19367,            0.050624,            0.076712,             0.30728,            0.016556,           0.0064162,           0.0064162,           0.0064162
                 183,            0.055071,             0.55206,            0.010012,             0.64679,             0.17778,              0.1296,            0.055162,            0.071798,             0.33696,            0.012115,           0.0063964,           0.0063964,           0.0063964
                 184,            0.060288,             0.68666,            0.019932,             0.64679,             0.17778,              0.1296,            0.055162,            0.071798,             0.33696,            0.012115,           0.0063766,           0.0063766,           0.0063766
                 185,            0.065945,             0.60817,            0.011009,             0.64679,             0.17778,              0.1296,            0.055162,            0.071798,             0.33696,            0.012115,           0.0063568,           0.0063568,           0.0063568
                 186,             0.06173,             0.58172,            0.019909,             0.64679,             0.17778,              0.1296,            0.055162,            0.071798,             0.33696,            0.012115,            0.006337,            0.006337,            0.006337
                 187,              0.0685,             0.85506,            0.019141,             0.80011,              0.2002,             0.21575,             0.10643,            0.068629,             0.29401,            0.010077,           0.0063172,           0.0063172,           0.0063172
                 188,            0.060901,             0.66633,            0.017953,             0.80011,              0.2002,             0.21575,             0.10643,            0.068629,             0.29401,            0.010077,           0.0062974,           0.0062974,           0.0062974
                 189,            0.059989,             0.64581,            0.010882,             0.80011,              0.2002,             0.21575,             0.10643,            0.068629,             0.29401,            0.010077,           0.0062776,           0.0062776,           0.0062776
                 190,            0.062817,             0.62459,            0.015543,             0.80011,              0.2002,             0.21575,             0.10643,            0.068629,             0.29401,            0.010077,           0.0062578,           0.0062578,           0.0062578
                 191,            0.058826,             0.75676,            0.020679,             0.74913,             0.24444,             0.22235,             0.10079,            0.068517,             0.25889,           0.0099213,            0.006238,            0.006238,            0.006238
                 192,            0.062061,             0.68985,            0.016697,             0.74913,             0.24444,             0.22235,             0.10079,            0.068517,             0.25889,           0.0099213,           0.0062182,           0.0062182,           0.0062182
                 193,            0.058552,             0.68491,             0.01827,             0.74913,             0.24444,             0.22235,             0.10079,            0.068517,             0.25889,           0.0099213,           0.0061984,           0.0061984,           0.0061984
                 194,            0.058037,             0.64104,            0.017135,             0.74913,             0.24444,             0.22235,             0.10079,            0.068517,             0.25889,           0.0099213,           0.0061786,           0.0061786,           0.0061786
                 195,            0.061623,             0.65598,            0.019342,             0.70917,             0.14444,             0.11638,            0.044423,            0.077868,             0.28244,            0.012234,           0.0061588,           0.0061588,           0.0061588
                 196,             0.05795,             0.63708,            0.017444,             0.70917,             0.14444,             0.11638,            0.044423,            0.077868,             0.28244,            0.012234,            0.006139,            0.006139,            0.006139
                 197,            0.059165,             0.86692,            0.010715,             0.70917,             0.14444,             0.11638,            0.044423,            0.077868,             0.28244,            0.012234,           0.0061192,           0.0061192,           0.0061192
                 198,            0.058097,             0.61834,            0.010853,             0.70917,             0.14444,             0.11638,            0.044423,            0.077868,             0.28244,            0.012234,           0.0060994,           0.0060994,           0.0060994
                 199,            0.059308,             0.71392,            0.013327,             0.76063,             0.14444,             0.16085,            0.047115,            0.073313,             0.27064,            0.012439,           0.0060796,           0.0060796,           0.0060796
                 200,            0.059691,             0.60285,            0.012085,             0.76063,             0.14444,             0.16085,            0.047115,            0.073313,             0.27064,            0.012439,           0.0060598,           0.0060598,           0.0060598
                 201,            0.056516,             0.58938,             0.01688,             0.76063,             0.14444,             0.16085,            0.047115,            0.073313,             0.27064,            0.012439,             0.00604,             0.00604,             0.00604
                 202,            0.057058,             0.63918,            0.013301,             0.76063,             0.14444,             0.16085,            0.047115,            0.073313,             0.27064,            0.012439,           0.0060202,           0.0060202,           0.0060202
                 203,            0.059808,               0.527,           0.0094901,             0.71861,             0.21111,             0.15475,            0.053798,            0.069414,             0.26474,            0.013339,           0.0060004,           0.0060004,           0.0060004
                 204,            0.056197,             0.57972,            0.014359,             0.71861,             0.21111,             0.15475,            0.053798,            0.069414,             0.26474,            0.013339,           0.0059806,           0.0059806,           0.0059806
                 205,            0.064862,             0.57734,           0.0079214,             0.71861,             0.21111,             0.15475,            0.053798,            0.069414,             0.26474,            0.013339,           0.0059608,           0.0059608,           0.0059608
                 206,            0.064252,             0.77319,            0.012339,             0.71861,             0.21111,             0.15475,            0.053798,            0.069414,             0.26474,            0.013339,            0.005941,            0.005941,            0.005941
                 207,            0.058853,              0.5623,            0.014341,             0.52305,            0.022222,             0.02145,           0.0070994,            0.097666,             0.31068,            0.024878,           0.0059212,           0.0059212,           0.0059212
                 208,            0.057725,             0.63735,            0.014111,             0.52305,            0.022222,             0.02145,           0.0070994,            0.097666,             0.31068,            0.024878,           0.0059014,           0.0059014,           0.0059014
                 209,             0.05355,              0.5763,            0.010162,             0.52305,            0.022222,             0.02145,           0.0070994,            0.097666,             0.31068,            0.024878,           0.0058816,           0.0058816,           0.0058816
                 210,            0.058912,             0.47241,           0.0093829,             0.52305,            0.022222,             0.02145,           0.0070994,            0.097666,             0.31068,            0.024878,           0.0058618,           0.0058618,           0.0058618
                 211,            0.055999,             0.67963,            0.010922,             0.66668,             0.14444,             0.11108,            0.048421,            0.074677,             0.26871,            0.015756,            0.005842,            0.005842,            0.005842
                 212,             0.05552,             0.46727,            0.018162,             0.66668,             0.14444,             0.11108,            0.048421,            0.074677,             0.26871,            0.015756,           0.0058222,           0.0058222,           0.0058222
                 213,            0.059992,             0.57638,            0.022288,             0.66668,             0.14444,             0.11108,            0.048421,            0.074677,             0.26871,            0.015756,           0.0058024,           0.0058024,           0.0058024
                 214,            0.059485,              0.5178,            0.011379,             0.66668,             0.14444,             0.11108,            0.048421,            0.074677,             0.26871,            0.015756,           0.0057826,           0.0057826,           0.0057826
                 215,            0.058929,             0.65589,             0.01374,             0.54763,             0.11111,            0.042626,            0.014479,            0.086204,             0.28977,            0.018933,           0.0057628,           0.0057628,           0.0057628
                 216,            0.063253,             0.57558,            0.014961,             0.54763,             0.11111,            0.042626,            0.014479,            0.086204,             0.28977,            0.018933,            0.005743,            0.005743,            0.005743
                 217,            0.061555,             0.55813,            0.027122,             0.54763,             0.11111,            0.042626,            0.014479,            0.086204,             0.28977,            0.018933,           0.0057232,           0.0057232,           0.0057232
                 218,             0.05971,             0.64364,             0.01384,             0.54763,             0.11111,            0.042626,            0.014479,            0.086204,             0.28977,            0.018933,           0.0057034,           0.0057034,           0.0057034
                 219,            0.068042,              0.5118,            0.012238,             0.11546,             0.61111,             0.16272,            0.052312,            0.083754,             0.29424,            0.020721,           0.0056836,           0.0056836,           0.0056836
                 220,             0.05597,               0.598,            0.012184,             0.11546,             0.61111,             0.16272,            0.052312,            0.083754,             0.29424,            0.020721,           0.0056638,           0.0056638,           0.0056638
                 221,            0.054096,             0.60356,           0.0092662,             0.11546,             0.61111,             0.16272,            0.052312,            0.083754,             0.29424,            0.020721,            0.005644,            0.005644,            0.005644
                 222,            0.059371,             0.71907,             0.01049,             0.11546,             0.61111,             0.16272,            0.052312,            0.083754,             0.29424,            0.020721,           0.0056242,           0.0056242,           0.0056242
                 223,            0.060288,             0.67891,            0.015566,            0.088188,            0.059569,            0.071392,            0.025306,             0.08737,             0.28316,            0.019861,           0.0056044,           0.0056044,           0.0056044
                 224,            0.061527,             0.64975,            0.007382,            0.088188,            0.059569,            0.071392,            0.025306,             0.08737,             0.28316,            0.019861,           0.0055846,           0.0055846,           0.0055846
                 225,            0.052615,             0.71418,            0.012611,            0.088188,            0.059569,            0.071392,            0.025306,             0.08737,             0.28316,            0.019861,           0.0055648,           0.0055648,           0.0055648
                 226,            0.057635,             0.60102,            0.012432,            0.088188,            0.059569,            0.071392,            0.025306,             0.08737,             0.28316,            0.019861,            0.005545,            0.005545,            0.005545
                 227,            0.057397,             0.56391,           0.0089483,            0.046456,            0.044444,            0.068177,            0.017112,            0.091287,              0.2839,            0.021744,           0.0055252,           0.0055252,           0.0055252
                 228,            0.056264,             0.59032,            0.018038,            0.046456,            0.044444,            0.068177,            0.017112,            0.091287,              0.2839,            0.021744,           0.0055054,           0.0055054,           0.0055054
                 229,            0.055818,             0.56745,            0.011529,            0.046456,            0.044444,            0.068177,            0.017112,            0.091287,              0.2839,            0.021744,           0.0054856,           0.0054856,           0.0054856
                 230,              0.0599,             0.46845,            0.018215,            0.046456,            0.044444,            0.068177,            0.017112,            0.091287,              0.2839,            0.021744,           0.0054658,           0.0054658,           0.0054658
                 231,            0.055025,             0.58059,            0.013475,             0.10695,             0.17778,             0.17324,            0.059043,            0.075224,             0.26508,            0.017282,            0.005446,            0.005446,            0.005446
                 232,            0.058549,             0.58923,            0.014948,             0.10695,             0.17778,             0.17324,            0.059043,            0.075224,             0.26508,            0.017282,           0.0054262,           0.0054262,           0.0054262
                 233,            0.055679,             0.64655,            0.016587,             0.10695,             0.17778,             0.17324,            0.059043,            0.075224,             0.26508,            0.017282,           0.0054064,           0.0054064,           0.0054064
                 234,            0.062992,             0.55643,            0.014925,             0.10695,             0.17778,             0.17324,            0.059043,            0.075224,             0.26508,            0.017282,           0.0053866,           0.0053866,           0.0053866
                 235,            0.059943,             0.58122,           0.0070881,             0.91553,             0.15556,             0.23705,            0.087566,            0.070192,              0.2354,            0.014063,           0.0053668,           0.0053668,           0.0053668
                 236,            0.053918,             0.52414,            0.015498,             0.91553,             0.15556,             0.23705,            0.087566,            0.070192,              0.2354,            0.014063,            0.005347,            0.005347,            0.005347
                 237,            0.054554,             0.68078,            0.017293,             0.91553,             0.15556,             0.23705,            0.087566,            0.070192,              0.2354,            0.014063,           0.0053272,           0.0053272,           0.0053272
                 238,            0.055248,             0.61515,            0.016077,             0.91553,             0.15556,             0.23705,            0.087566,            0.070192,              0.2354,            0.014063,           0.0053074,           0.0053074,           0.0053074
                 239,            0.056951,             0.50467,            0.011554,             0.68998,                 0.3,             0.19374,            0.063877,            0.063239,             0.23752,             0.01088,           0.0052876,           0.0052876,           0.0052876
                 240,             0.07839,             0.65352,            0.010053,             0.68998,                 0.3,             0.19374,            0.063877,            0.063239,             0.23752,             0.01088,           0.0052678,           0.0052678,           0.0052678
                 241,             0.07397,             0.70025,            0.018368,             0.68998,                 0.3,             0.19374,            0.063877,            0.063239,             0.23752,             0.01088,            0.005248,            0.005248,            0.005248
                 242,            0.057282,             0.47581,            0.018301,             0.68998,                 0.3,             0.19374,            0.063877,            0.063239,             0.23752,             0.01088,           0.0052282,           0.0052282,           0.0052282
                 243,             0.06256,             0.64938,            0.015155,             0.78823,             0.21111,             0.27374,             0.14012,            0.061555,              0.2413,            0.010526,           0.0052084,           0.0052084,           0.0052084
                 244,            0.051309,             0.56997,            0.011578,             0.78823,             0.21111,             0.27374,             0.14012,            0.061555,              0.2413,            0.010526,           0.0051886,           0.0051886,           0.0051886
                 245,            0.051047,             0.52615,            0.010634,             0.78823,             0.21111,             0.27374,             0.14012,            0.061555,              0.2413,            0.010526,           0.0051688,           0.0051688,           0.0051688
                 246,            0.052558,             0.52968,            0.013913,             0.78823,             0.21111,             0.27374,             0.14012,            0.061555,              0.2413,            0.010526,            0.005149,            0.005149,            0.005149
                 247,            0.054341,             0.65153,            0.013296,             0.83702,             0.27575,             0.27224,             0.14385,            0.064449,             0.27189,            0.010046,           0.0051292,           0.0051292,           0.0051292
                 248,            0.055337,             0.66244,            0.010267,             0.83702,             0.27575,             0.27224,             0.14385,            0.064449,             0.27189,            0.010046,           0.0051094,           0.0051094,           0.0051094
                 249,            0.058761,             0.51822,            0.027165,             0.83702,             0.27575,             0.27224,             0.14385,            0.064449,             0.27189,            0.010046,           0.0050896,           0.0050896,           0.0050896
                 250,            0.052397,             0.64252,            0.014042,             0.83702,             0.27575,             0.27224,             0.14385,            0.064449,             0.27189,            0.010046,           0.0050698,           0.0050698,           0.0050698
                 251,            0.059029,             0.56113,           0.0082213,             0.79739,             0.19579,             0.21697,             0.10776,             0.06227,             0.25508,            0.011566,             0.00505,             0.00505,             0.00505
                 252,            0.054075,             0.68188,            0.017667,             0.79739,             0.19579,             0.21697,             0.10776,             0.06227,             0.25508,            0.011566,           0.0050302,           0.0050302,           0.0050302
                 253,            0.053967,             0.75609,            0.010242,             0.79739,             0.19579,             0.21697,             0.10776,             0.06227,             0.25508,            0.011566,           0.0050104,           0.0050104,           0.0050104
                 254,            0.052681,             0.60002,            0.020966,             0.79739,             0.19579,             0.21697,             0.10776,             0.06227,             0.25508,            0.011566,           0.0049906,           0.0049906,           0.0049906
                 255,            0.054893,              0.6415,           0.0076462,             0.56621,            0.077778,            0.069729,            0.026997,            0.087052,             0.30979,            0.019366,           0.0049708,           0.0049708,           0.0049708
                 256,             0.05596,             0.66284,            0.015653,             0.56621,            0.077778,            0.069729,            0.026997,            0.087052,             0.30979,            0.019366,            0.004951,            0.004951,            0.004951
                 257,            0.058086,             0.52156,            0.011751,             0.56621,            0.077778,            0.069729,            0.026997,            0.087052,             0.30979,            0.019366,           0.0049312,           0.0049312,           0.0049312
                 258,            0.059662,             0.53552,           0.0077793,             0.56621,            0.077778,            0.069729,            0.026997,            0.087052,             0.30979,            0.019366,           0.0049114,           0.0049114,           0.0049114
                 259,             0.05307,             0.67575,           0.0090588,             0.83947,             0.21149,             0.25704,             0.13579,            0.062596,             0.26887,            0.010181,           0.0048916,           0.0048916,           0.0048916
                 260,            0.050797,             0.51947,           0.0061802,             0.83947,             0.21149,             0.25704,             0.13579,            0.062596,             0.26887,            0.010181,           0.0048718,           0.0048718,           0.0048718
                 261,            0.051866,             0.58448,             0.01483,             0.83947,             0.21149,             0.25704,             0.13579,            0.062596,             0.26887,            0.010181,            0.004852,            0.004852,            0.004852
                 262,            0.052189,             0.55104,            0.017399,             0.83947,             0.21149,             0.25704,             0.13579,            0.062596,             0.26887,            0.010181,           0.0048322,           0.0048322,           0.0048322
                 263,            0.055004,             0.71181,           0.0097662,             0.69317,             0.13333,             0.12725,            0.056203,            0.072106,             0.27054,            0.014743,           0.0048124,           0.0048124,           0.0048124
                 264,             0.05356,              0.6805,            0.011934,             0.69317,             0.13333,             0.12725,            0.056203,            0.072106,             0.27054,            0.014743,           0.0047926,           0.0047926,           0.0047926
                 265,            0.050713,             0.56609,           0.0089436,             0.69317,             0.13333,             0.12725,            0.056203,            0.072106,             0.27054,            0.014743,           0.0047728,           0.0047728,           0.0047728
                 266,            0.053844,             0.60337,           0.0099797,             0.69317,             0.13333,             0.12725,            0.056203,            0.072106,             0.27054,            0.014743,            0.004753,            0.004753,            0.004753
                 267,            0.052213,             0.60669,             0.01018,             0.61136,            0.022222,            0.013753,           0.0060476,            0.088915,             0.33528,            0.024976,           0.0047332,           0.0047332,           0.0047332
                 268,            0.054532,             0.65851,            0.014455,             0.61136,            0.022222,            0.013753,           0.0060476,            0.088915,             0.33528,            0.024976,           0.0047134,           0.0047134,           0.0047134
                 269,            0.049152,             0.53745,            0.012573,             0.61136,            0.022222,            0.013753,           0.0060476,            0.088915,             0.33528,            0.024976,           0.0046936,           0.0046936,           0.0046936
                 270,            0.054839,             0.73208,            0.010808,             0.61136,            0.022222,            0.013753,           0.0060476,            0.088915,             0.33528,            0.024976,           0.0046738,           0.0046738,           0.0046738
                 271,            0.052606,              0.4889,            0.010328,              0.5313,            0.022222,            0.027713,             0.01194,            0.090806,             0.32763,            0.025153,            0.004654,            0.004654,            0.004654
                 272,            0.047694,             0.58087,            0.019614,              0.5313,            0.022222,            0.027713,             0.01194,            0.090806,             0.32763,            0.025153,           0.0046342,           0.0046342,           0.0046342
                 273,            0.047324,             0.38491,            0.012154,              0.5313,            0.022222,            0.027713,             0.01194,            0.090806,             0.32763,            0.025153,           0.0046144,           0.0046144,           0.0046144
                 274,            0.052182,              0.5872,            0.011887,              0.5313,            0.022222,            0.027713,             0.01194,            0.090806,             0.32763,            0.025153,           0.0045946,           0.0045946,           0.0045946
                 275,            0.051118,             0.62336,            0.011673,             0.53921,            0.022222,             0.01419,           0.0036074,            0.092135,             0.32936,            0.025342,           0.0045748,           0.0045748,           0.0045748
                 276,            0.047964,              0.5538,            0.015124,             0.53921,            0.022222,             0.01419,           0.0036074,            0.092135,             0.32936,            0.025342,            0.004555,            0.004555,            0.004555
                 277,            0.050666,             0.52294,           0.0082016,             0.53921,            0.022222,             0.01419,           0.0036074,            0.092135,             0.32936,            0.025342,           0.0045352,           0.0045352,           0.0045352
                 278,            0.047107,             0.49896,            0.016183,             0.53921,            0.022222,             0.01419,           0.0036074,            0.092135,             0.32936,            0.025342,           0.0045154,           0.0045154,           0.0045154
                 279,            0.044826,              0.5371,            0.027306,             0.53487,            0.011111,           0.0086679,           0.0021298,            0.095817,             0.32729,            0.027222,           0.0044956,           0.0044956,           0.0044956
                 280,            0.054401,             0.61594,           0.0089733,             0.53487,            0.011111,           0.0086679,           0.0021298,            0.095817,             0.32729,            0.027222,           0.0044758,           0.0044758,           0.0044758
                 281,            0.056762,             0.64787,            0.024597,             0.53487,            0.011111,           0.0086679,           0.0021298,            0.095817,             0.32729,            0.027222,            0.004456,            0.004456,            0.004456
                 282,            0.052537,             0.47403,            0.017898,             0.53487,            0.011111,           0.0086679,           0.0021298,            0.095817,             0.32729,            0.027222,           0.0044362,           0.0044362,           0.0044362
                 283,            0.049094,             0.48459,            0.010664,            0.053783,            0.077778,            0.050264,            0.025443,            0.084012,             0.31419,            0.021991,           0.0044164,           0.0044164,           0.0044164
                 284,            0.052126,             0.57234,            0.010751,            0.053783,            0.077778,            0.050264,            0.025443,            0.084012,             0.31419,            0.021991,           0.0043966,           0.0043966,           0.0043966
                 285,            0.049118,              0.4542,            0.014558,            0.053783,            0.077778,            0.050264,            0.025443,            0.084012,             0.31419,            0.021991,           0.0043768,           0.0043768,           0.0043768
                 286,            0.055676,             0.58992,            0.012129,            0.053783,            0.077778,            0.050264,            0.025443,            0.084012,             0.31419,            0.021991,            0.004357,            0.004357,            0.004357
                 287,            0.047971,             0.54789,             0.02322,             0.67956,             0.13333,             0.12758,            0.061845,            0.073167,             0.26577,            0.017236,           0.0043372,           0.0043372,           0.0043372
                 288,            0.050287,              0.6346,           0.0093694,             0.67956,             0.13333,             0.12758,            0.061845,            0.073167,             0.26577,            0.017236,           0.0043174,           0.0043174,           0.0043174
                 289,            0.052911,             0.72832,            0.017803,             0.67956,             0.13333,             0.12758,            0.061845,            0.073167,             0.26577,            0.017236,           0.0042976,           0.0042976,           0.0042976
                 290,            0.052945,              0.5721,            0.017732,             0.67956,             0.13333,             0.12758,            0.061845,            0.073167,             0.26577,            0.017236,           0.0042778,           0.0042778,           0.0042778
                 291,            0.048957,             0.50997,            0.008737,             0.90166,             0.26667,             0.27582,             0.13065,            0.057861,             0.21527,            0.010612,            0.004258,            0.004258,            0.004258
                 292,            0.054212,             0.62856,           0.0093328,             0.90166,             0.26667,             0.27582,             0.13065,            0.057861,             0.21527,            0.010612,           0.0042382,           0.0042382,           0.0042382
                 293,            0.049097,             0.66771,            0.018806,             0.90166,             0.26667,             0.27582,             0.13065,            0.057861,             0.21527,            0.010612,           0.0042184,           0.0042184,           0.0042184
                 294,            0.050708,             0.55663,           0.0093394,             0.90166,             0.26667,             0.27582,             0.13065,            0.057861,             0.21527,            0.010612,           0.0041986,           0.0041986,           0.0041986
                 295,            0.054581,             0.66737,            0.013012,             0.81875,             0.27778,             0.27319,             0.15043,            0.059048,             0.25221,            0.010397,           0.0041788,           0.0041788,           0.0041788
                 296,            0.051454,             0.54022,            0.012782,             0.81875,             0.27778,             0.27319,             0.15043,            0.059048,             0.25221,            0.010397,            0.004159,            0.004159,            0.004159
                 297,            0.048773,             0.59681,              0.0145,             0.81875,             0.27778,             0.27319,             0.15043,            0.059048,             0.25221,            0.010397,           0.0041392,           0.0041392,           0.0041392
                 298,            0.056065,             0.77415,            0.010535,             0.81875,             0.27778,             0.27319,             0.15043,            0.059048,             0.25221,            0.010397,           0.0041194,           0.0041194,           0.0041194
                 299,            0.050893,             0.58854,           0.0088132,               0.599,                 0.1,            0.050486,            0.023119,            0.078849,             0.30869,            0.020023,           0.0040996,           0.0040996,           0.0040996
                 300,             0.04343,              0.4514,            0.016841,               0.599,                 0.1,            0.050486,            0.023119,            0.078849,             0.30869,            0.020023,           0.0040798,           0.0040798,           0.0040798
                 301,            0.048603,             0.47688,           0.0067139,               0.599,                 0.1,            0.050486,            0.023119,            0.078849,             0.30869,            0.020023,             0.00406,             0.00406,             0.00406
                 302,            0.053354,             0.53757,            0.014604,               0.599,                 0.1,            0.050486,            0.023119,            0.078849,             0.30869,            0.020023,           0.0040402,           0.0040402,           0.0040402
                 303,            0.055506,             0.54857,            0.015778,             0.63034,             0.15556,            0.084662,            0.033736,             0.07032,             0.27031,             0.01496,           0.0040204,           0.0040204,           0.0040204
                 304,            0.051941,             0.51947,            0.013269,             0.63034,             0.15556,            0.084662,            0.033736,             0.07032,             0.27031,             0.01496,           0.0040006,           0.0040006,           0.0040006
                 305,            0.051363,             0.55495,            0.014108,             0.63034,             0.15556,            0.084662,            0.033736,             0.07032,             0.27031,             0.01496,           0.0039808,           0.0039808,           0.0039808
                 306,            0.055003,             0.42487,           0.0083224,             0.63034,             0.15556,            0.084662,            0.033736,             0.07032,             0.27031,             0.01496,            0.003961,            0.003961,            0.003961
                 307,            0.051845,             0.55962,            0.018282,             0.87607,             0.26667,             0.28403,             0.15758,            0.056143,             0.23671,            0.010454,           0.0039412,           0.0039412,           0.0039412
                 308,            0.048441,             0.53505,            0.014955,             0.87607,             0.26667,             0.28403,             0.15758,            0.056143,             0.23671,            0.010454,           0.0039214,           0.0039214,           0.0039214
                 309,            0.049945,             0.48761,            0.014746,             0.87607,             0.26667,             0.28403,             0.15758,            0.056143,             0.23671,            0.010454,           0.0039016,           0.0039016,           0.0039016
                 310,            0.048832,             0.63512,            0.010068,             0.87607,             0.26667,             0.28403,             0.15758,            0.056143,             0.23671,            0.010454,           0.0038818,           0.0038818,           0.0038818
                 311,             0.05585,             0.58786,            0.018237,             0.91203,             0.28889,             0.29403,             0.16252,            0.057358,             0.24328,            0.010672,            0.003862,            0.003862,            0.003862
                 312,            0.053939,             0.54363,            0.010481,             0.91203,             0.28889,             0.29403,             0.16252,            0.057358,             0.24328,            0.010672,           0.0038422,           0.0038422,           0.0038422
                 313,            0.053416,              0.5803,            0.010647,             0.91203,             0.28889,             0.29403,             0.16252,            0.057358,             0.24328,            0.010672,           0.0038224,           0.0038224,           0.0038224
                 314,            0.050577,             0.70975,            0.016841,             0.91203,             0.28889,             0.29403,             0.16252,            0.057358,             0.24328,            0.010672,           0.0038026,           0.0038026,           0.0038026
                 315,            0.054062,             0.49601,            0.032436,             0.86527,             0.23333,             0.26344,             0.13557,             0.05603,             0.24281,            0.011142,           0.0037828,           0.0037828,           0.0037828
                 316,            0.051145,             0.62586,           0.0095092,             0.86527,             0.23333,             0.26344,             0.13557,             0.05603,             0.24281,            0.011142,            0.003763,            0.003763,            0.003763
                 317,            0.052602,             0.59493,            0.010723,             0.86527,             0.23333,             0.26344,             0.13557,             0.05603,             0.24281,            0.011142,           0.0037432,           0.0037432,           0.0037432
                 318,             0.05855,             0.64927,           0.0091124,             0.86527,             0.23333,             0.26344,             0.13557,             0.05603,             0.24281,            0.011142,           0.0037234,           0.0037234,           0.0037234
                 319,             0.04753,              0.5194,            0.010777,             0.73719,             0.17778,             0.18773,             0.10159,            0.060312,             0.25703,            0.012897,           0.0037036,           0.0037036,           0.0037036
                 320,            0.045176,             0.59156,            0.015129,             0.73719,             0.17778,             0.18773,             0.10159,            0.060312,             0.25703,            0.012897,           0.0036838,           0.0036838,           0.0036838
                 321,             0.05333,             0.65522,            0.012662,             0.73719,             0.17778,             0.18773,             0.10159,            0.060312,             0.25703,            0.012897,            0.003664,            0.003664,            0.003664
                 322,            0.056161,             0.63551,            0.015583,             0.73719,             0.17778,             0.18773,             0.10159,            0.060312,             0.25703,            0.012897,           0.0036442,           0.0036442,           0.0036442
